"base_experience","height","id","order","sprites","types","weight","name","bmi"
290,18,378,501,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/378.png""}","[{""slot"":1,""type"":{""name"":""ice""}}]",1750,"Regice",972.2222222222223
290,19,379,502,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/379.png""}","[{""slot"":1,""type"":{""name"":""steel""}}]",2050,"Registeel",1078.9473684210527
300,14,380,503,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/380.png""}","[{""slot"":1,""type"":{""name"":""dragon""}},{""slot"":2,""type"":{""name"":""psychic""}}]",400,"Latias",285.71428571428567
300,20,381,505,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/381.png""}","[{""slot"":1,""type"":{""name"":""dragon""}},{""slot"":2,""type"":{""name"":""psychic""}}]",600,"Latios",300
335,35,383,509,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/383.png""}","[{""slot"":1,""type"":{""name"":""ground""}}]",9500,"Groudon",2714.285714285714
335,45,382,507,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/382.png""}","[{""slot"":1,""type"":{""name"":""water""}}]",3520,"Kyogre",782.2222222222222
340,70,384,511,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/384.png""}","[{""slot"":1,""type"":{""name"":""dragon""}},{""slot"":2,""type"":{""name"":""flying""}}]",2065,"Rayquaza",295
300,3,385,513,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/385.png""}","[{""slot"":1,""type"":{""name"":""steel""}},{""slot"":2,""type"":{""name"":""psychic""}}]",11,"Jirachi",36.66666666666667
64,4,387,518,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/387.png""}","[{""slot"":1,""type"":{""name"":""grass""}}]",102,"Turtwig",255.00000000000003
270,17,386,514,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/386.png""}","[{""slot"":1,""type"":{""name"":""psychic""}}]",608,"Deoxys-normal",357.6470588235294
142,11,388,519,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/388.png""}","[{""slot"":1,""type"":{""name"":""grass""}}]",970,"Grotle",881.8181818181819
236,22,389,520,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/389.png""}","[{""slot"":1,""type"":{""name"":""grass""}},{""slot"":2,""type"":{""name"":""ground""}}]",3100,"Torterra",1409.090909090909
62,5,390,521,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/390.png""}","[{""slot"":1,""type"":{""name"":""fire""}}]",62,"Chimchar",124
142,9,391,522,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/391.png""}","[{""slot"":1,""type"":{""name"":""fire""}},{""slot"":2,""type"":{""name"":""fighting""}}]",220,"Monferno",244.44444444444446
63,4,393,524,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/393.png""}","[{""slot"":1,""type"":{""name"":""water""}}]",52,"Piplup",130
240,12,392,523,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/392.png""}","[{""slot"":1,""type"":{""name"":""fire""}},{""slot"":2,""type"":{""name"":""fighting""}}]",550,"Infernape",458.33333333333337
239,17,395,526,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/395.png""}","[{""slot"":1,""type"":{""name"":""water""}},{""slot"":2,""type"":{""name"":""steel""}}]",845,"Empoleon",497.0588235294117
142,8,394,525,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/394.png""}","[{""slot"":1,""type"":{""name"":""water""}}]",230,"Prinplup",287.5
119,6,397,528,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/397.png""}","[{""slot"":1,""type"":{""name"":""normal""}},{""slot"":2,""type"":{""name"":""flying""}}]",155,"Staravia",258.33333333333337
49,3,396,527,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/396.png""}","[{""slot"":1,""type"":{""name"":""normal""}},{""slot"":2,""type"":{""name"":""flying""}}]",20,"Starly",66.66666666666667
50,5,399,530,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/399.png""}","[{""slot"":1,""type"":{""name"":""normal""}}]",200,"Bidoof",400
218,12,398,529,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/398.png""}","[{""slot"":1,""type"":{""name"":""normal""}},{""slot"":2,""type"":{""name"":""flying""}}]",249,"Staraptor",207.50000000000003
144,10,400,531,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/400.png""}","[{""slot"":1,""type"":{""name"":""normal""}},{""slot"":2,""type"":{""name"":""water""}}]",315,"Bibarel",315
134,10,402,533,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/402.png""}","[{""slot"":1,""type"":{""name"":""bug""}}]",255,"Kricketune",255
39,3,401,532,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/401.png""}","[{""slot"":1,""type"":{""name"":""bug""}}]",22,"Kricketot",73.33333333333334
53,5,403,534,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/403.png""}","[{""slot"":1,""type"":{""name"":""electric""}}]",95,"Shinx",190
127,9,404,535,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/404.png""}","[{""slot"":1,""type"":{""name"":""electric""}}]",305,"Luxio",338.8888888888889
262,14,405,536,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/405.png""}","[{""slot"":1,""type"":{""name"":""electric""}}]",420,"Luxray",299.99999999999994
56,2,406,423,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/406.png""}","[{""slot"":1,""type"":{""name"":""grass""}},{""slot"":2,""type"":{""name"":""poison""}}]",12,"Budew",60.00000000000001
258,9,407,425,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/407.png""}","[{""slot"":1,""type"":{""name"":""grass""}},{""slot"":2,""type"":{""name"":""poison""}}]",145,"Roserade",161.11111111111111
70,9,408,537,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/408.png""}","[{""slot"":1,""type"":{""name"":""rock""}}]",315,"Cranidos",350
173,13,411,540,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/411.png""}","[{""slot"":1,""type"":{""name"":""rock""}},{""slot"":2,""type"":{""name"":""steel""}}]",1495,"Bastiodon",1150
45,2,412,541,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/412.png""}","[{""slot"":1,""type"":{""name"":""bug""}}]",34,"Burmy",170.00000000000003
148,9,414,545,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/414.png""}","[{""slot"":1,""type"":{""name"":""bug""}},{""slot"":2,""type"":{""name"":""flying""}}]",233,"Mothim",258.8888888888889
49,3,415,546,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/415.png""}","[{""slot"":1,""type"":{""name"":""bug""}},{""slot"":2,""type"":{""name"":""flying""}}]",55,"Combee",183.33333333333334
173,16,409,538,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/409.png""}","[{""slot"":1,""type"":{""name"":""rock""}}]",1025,"Rampardos",640.625
70,5,410,539,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/410.png""}","[{""slot"":1,""type"":{""name"":""rock""}},{""slot"":2,""type"":{""name"":""steel""}}]",570,"Shieldon",1140
148,5,413,542,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/413.png""}","[{""slot"":1,""type"":{""name"":""bug""}},{""slot"":2,""type"":{""name"":""grass""}}]",65,"Wormadam-plant",130
166,12,416,547,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/416.png""}","[{""slot"":1,""type"":{""name"":""bug""}},{""slot"":2,""type"":{""name"":""flying""}}]",385,"Vespiquen",320.83333333333337
142,4,417,548,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/417.png""}","[{""slot"":1,""type"":{""name"":""electric""}}]",39,"Pachirisu",97.5
66,7,418,549,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/418.png""}","[{""slot"":1,""type"":{""name"":""water""}}]",295,"Buizel",421.4285714285714
173,11,419,550,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/419.png""}","[{""slot"":1,""type"":{""name"":""water""}}]",335,"Floatzel",304.54545454545456
55,4,420,551,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/420.png""}","[{""slot"":1,""type"":{""name"":""grass""}}]",33,"Cherubi",82.5
158,5,421,552,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/421.png""}","[{""slot"":1,""type"":{""name"":""grass""}}]",93,"Cherrim",186
65,3,422,553,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/422.png""}","[{""slot"":1,""type"":{""name"":""water""}}]",63,"Shellos",210.00000000000003
166,9,423,554,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/423.png""}","[{""slot"":1,""type"":{""name"":""water""}},{""slot"":2,""type"":{""name"":""ground""}}]",299,"Gastrodon",332.2222222222223
169,12,424,286,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/424.png""}","[{""slot"":1,""type"":{""name"":""normal""}}]",203,"Ambipom",169.16666666666669
70,4,425,555,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/425.png""}","[{""slot"":1,""type"":{""name"":""ghost""}},{""slot"":2,""type"":{""name"":""flying""}}]",12,"Drifloon",30.000000000000004
174,12,426,556,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/426.png""}","[{""slot"":1,""type"":{""name"":""ghost""}},{""slot"":2,""type"":{""name"":""flying""}}]",150,"Drifblim",125
168,12,428,558,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/428.png""}","[{""slot"":1,""type"":{""name"":""normal""}}]",333,"Lopunny",277.50000000000006
70,4,427,557,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/427.png""}","[{""slot"":1,""type"":{""name"":""normal""}}]",55,"Buneary",137.5
173,9,429,296,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/429.png""}","[{""slot"":1,""type"":{""name"":""ghost""}}]",44,"Mismagius",48.88888888888889
177,9,430,294,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/430.png""}","[{""slot"":1,""type"":{""name"":""dark""}},{""slot"":2,""type"":{""name"":""flying""}}]",273,"Honchkrow",303.33333333333337
62,5,431,560,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/431.png""}","[{""slot"":1,""type"":{""name"":""normal""}}]",39,"Glameow",78
57,2,433,476,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/433.png""}","[{""slot"":1,""type"":{""name"":""psychic""}}]",6,"Chingling",30.000000000000004
158,10,432,561,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/432.png""}","[{""slot"":1,""type"":{""name"":""normal""}}]",438,"Purugly",438
66,4,434,562,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/434.png""}","[{""slot"":1,""type"":{""name"":""poison""}},{""slot"":2,""type"":{""name"":""dark""}}]",192,"Stunky",480.00000000000006
168,10,435,563,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/435.png""}","[{""slot"":1,""type"":{""name"":""poison""}},{""slot"":2,""type"":{""name"":""dark""}}]",380,"Skuntank",380
60,5,436,564,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/436.png""}","[{""slot"":1,""type"":{""name"":""steel""}},{""slot"":2,""type"":{""name"":""psychic""}}]",605,"Bronzor",1210
175,13,437,565,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/437.png""}","[{""slot"":1,""type"":{""name"":""steel""}},{""slot"":2,""type"":{""name"":""psychic""}}]",1870,"Bronzong",1438.4615384615383
58,5,438,280,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/438.png""}","[{""slot"":1,""type"":{""name"":""rock""}}]",150,"Bonsly",300
62,6,439,193,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/439.png""}","[{""slot"":1,""type"":{""name"":""psychic""}},{""slot"":2,""type"":{""name"":""fairy""}}]",130,"Mime-jr",216.66666666666669
110,6,440,179,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/440.png""}","[{""slot"":1,""type"":{""name"":""normal""}}]",244,"Happiny",406.66666666666674
170,10,442,567,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/442.png""}","[{""slot"":1,""type"":{""name"":""ghost""}},{""slot"":2,""type"":{""name"":""dark""}}]",1080,"Spiritomb",1080
144,5,441,566,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/441.png""}","[{""slot"":1,""type"":{""name"":""normal""}},{""slot"":2,""type"":{""name"":""flying""}}]",19,"Chatot",38
60,7,443,568,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/443.png""}","[{""slot"":1,""type"":{""name"":""dragon""}},{""slot"":2,""type"":{""name"":""ground""}}]",205,"Gible",292.85714285714283
144,14,444,569,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/444.png""}","[{""slot"":1,""type"":{""name"":""dragon""}},{""slot"":2,""type"":{""name"":""ground""}}]",560,"Gabite",399.99999999999994
300,19,445,570,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/445.png""}","[{""slot"":1,""type"":{""name"":""dragon""}},{""slot"":2,""type"":{""name"":""ground""}}]",950,"Garchomp",500
78,6,446,234,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/446.png""}","[{""slot"":1,""type"":{""name"":""normal""}}]",1050,"Munchlax",1750
57,7,447,572,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/447.png""}","[{""slot"":1,""type"":{""name"":""fighting""}}]",202,"Riolu",288.5714285714286
66,8,449,575,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/449.png""}","[{""slot"":1,""type"":{""name"":""ground""}}]",495,"Hippopotas",618.75
175,13,452,578,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/452.png""}","[{""slot"":1,""type"":{""name"":""poison""}},{""slot"":2,""type"":{""name"":""dark""}}]",615,"Drapion",473.07692307692304
60,7,453,579,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/453.png""}","[{""slot"":1,""type"":{""name"":""poison""}},{""slot"":2,""type"":{""name"":""fighting""}}]",230,"Croagunk",328.57142857142856
184,20,450,576,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/450.png""}","[{""slot"":1,""type"":{""name"":""ground""}}]",3000,"Hippowdon",1500
184,12,448,573,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/448.png""}","[{""slot"":1,""type"":{""name"":""fighting""}},{""slot"":2,""type"":{""name"":""steel""}}]",540,"Lucario",450
66,8,451,577,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/451.png""}","[{""slot"":1,""type"":{""name"":""poison""}},{""slot"":2,""type"":{""name"":""bug""}}]",120,"Skorupi",150
172,13,454,580,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/454.png""}","[{""slot"":1,""type"":{""name"":""poison""}},{""slot"":2,""type"":{""name"":""fighting""}}]",444,"Toxicroak",341.53846153846155
159,14,455,581,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/455.png""}","[{""slot"":1,""type"":{""name"":""grass""}}]",270,"Carnivine",192.85714285714283
66,4,456,582,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/456.png""}","[{""slot"":1,""type"":{""name"":""water""}}]",70,"Finneon",175
161,12,457,583,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/457.png""}","[{""slot"":1,""type"":{""name"":""water""}}]",240,"Lumineon",200
69,10,458,326,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/458.png""}","[{""slot"":1,""type"":{""name"":""water""}},{""slot"":2,""type"":{""name"":""flying""}}]",650,"Mantyke",650
268,12,462,134,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/462.png""}","[{""slot"":1,""type"":{""name"":""electric""}},{""slot"":2,""type"":{""name"":""steel""}}]",1800,"Magnezone",1500
67,10,459,584,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/459.png""}","[{""slot"":1,""type"":{""name"":""grass""}},{""slot"":2,""type"":{""name"":""ice""}}]",505,"Snover",505
180,17,463,172,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/463.png""}","[{""slot"":1,""type"":{""name"":""normal""}}]",1400,"Lickilicky",823.5294117647059
179,11,461,313,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/461.png""}","[{""slot"":1,""type"":{""name"":""dark""}},{""slot"":2,""type"":{""name"":""ice""}}]",340,"Weavile",309.09090909090907
173,22,460,585,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/460.png""}","[{""slot"":1,""type"":{""name"":""grass""}},{""slot"":2,""type"":{""name"":""ice""}}]",1355,"Abomasnow",615.9090909090909
268,24,464,178,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/464.png""}","[{""slot"":1,""type"":{""name"":""ground""}},{""slot"":2,""type"":{""name"":""rock""}}]",2828,"Rhyperior",1178.3333333333335
270,18,466,203,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/466.png""}","[{""slot"":1,""type"":{""name"":""electric""}}]",1386,"Electivire",770
187,20,465,183,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/465.png""}","[{""slot"":1,""type"":{""name"":""grass""}}]",1286,"Tangrowth",642.9999999999999
179,20,472,305,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/472.png""}","[{""slot"":1,""type"":{""name"":""ground""}},{""slot"":2,""type"":{""name"":""flying""}}]",425,"Gliscor",212.5
184,10,470,222,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/470.png""}","[{""slot"":1,""type"":{""name"":""grass""}}]",255,"Leafeon",255
270,16,467,206,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/467.png""}","[{""slot"":1,""type"":{""name"":""fire""}}]",680,"Magmortar",425
273,15,468,270,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/468.png""}","[{""slot"":1,""type"":{""name"":""fairy""}},{""slot"":2,""type"":{""name"":""flying""}}]",380,"Togekiss",253.33333333333334
180,19,469,290,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/469.png""}","[{""slot"":1,""type"":{""name"":""bug""}},{""slot"":2,""type"":{""name"":""flying""}}]",515,"Yanmega",271.05263157894734
184,8,471,223,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/471.png""}","[{""slot"":1,""type"":{""name"":""ice""}}]",259,"Glaceon",323.75
184,14,476,402,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/476.png""}","[{""slot"":1,""type"":{""name"":""rock""}},{""slot"":2,""type"":{""name"":""steel""}}]",3400,"Probopass",2428.5714285714284
268,9,474,227,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/474.png""}","[{""slot"":1,""type"":{""name"":""normal""}}]",340,"Porygon-z",377.77777777777777
263,22,477,474,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/477.png""}","[{""slot"":1,""type"":{""name"":""ghost""}}]",1066,"Dusknoir",484.54545454545456
154,3,479,587,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/479.png""}","[{""slot"":1,""type"":{""name"":""electric""}},{""slot"":2,""type"":{""name"":""ghost""}}]",3,"Rotom",10.000000000000002
168,13,478,483,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/478.png""}","[{""slot"":1,""type"":{""name"":""ice""}},{""slot"":2,""type"":{""name"":""ghost""}}]",266,"Froslass",204.6153846153846
265,25,473,320,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/473.png""}","[{""slot"":1,""type"":{""name"":""ice""}},{""slot"":2,""type"":{""name"":""ground""}}]",2910,"Mamoswine",1164
259,16,475,384,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/475.png""}","[{""slot"":1,""type"":{""name"":""psychic""}},{""slot"":2,""type"":{""name"":""fighting""}}]",520,"Gallade",325
290,3,480,593,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/480.png""}","[{""slot"":1,""type"":{""name"":""psychic""}}]",3,"Uxie",10.000000000000002
290,3,481,594,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/481.png""}","[{""slot"":1,""type"":{""name"":""psychic""}}]",3,"Mesprit",10.000000000000002
290,3,482,595,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/482.png""}","[{""slot"":1,""type"":{""name"":""psychic""}}]",3,"Azelf",10.000000000000002
340,54,483,596,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/483.png""}","[{""slot"":1,""type"":{""name"":""steel""}},{""slot"":2,""type"":{""name"":""dragon""}}]",6830,"Dialga",1264.8148148148148
300,17,485,598,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/485.png""}","[{""slot"":1,""type"":{""name"":""fire""}},{""slot"":2,""type"":{""name"":""steel""}}]",4300,"Heatran",2529.411764705882
340,42,484,597,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/484.png""}","[{""slot"":1,""type"":{""name"":""water""}},{""slot"":2,""type"":{""name"":""dragon""}}]",3360,"Palkia",800
335,37,486,599,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/486.png""}","[{""slot"":1,""type"":{""name"":""normal""}}]",4200,"Regigigas",1135.1351351351352
340,45,487,600,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/487.png""}","[{""slot"":1,""type"":{""name"":""ghost""}},{""slot"":2,""type"":{""name"":""dragon""}}]",7500,"Giratina-altered",1666.6666666666665
216,4,489,603,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/489.png""}","[{""slot"":1,""type"":{""name"":""water""}}]",31,"Phione",77.5
300,15,488,602,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/488.png""}","[{""slot"":1,""type"":{""name"":""psychic""}}]",856,"Cresselia",570.6666666666667
270,15,491,605,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/491.png""}","[{""slot"":1,""type"":{""name"":""dark""}}]",505,"Darkrai",336.6666666666667
270,3,490,604,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/490.png""}","[{""slot"":1,""type"":{""name"":""water""}}]",14,"Manaphy",46.66666666666667
270,2,492,606,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/492.png""}","[{""slot"":1,""type"":{""name"":""grass""}}]",21,"Shaymin-land",105
324,32,493,608,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/493.png""}","[{""slot"":1,""type"":{""name"":""normal""}}]",3200,"Arceus",1000
300,4,494,609,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/494.png""}","[{""slot"":1,""type"":{""name"":""psychic""}},{""slot"":2,""type"":{""name"":""fire""}}]",40,"Victini",100
62,6,495,610,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/495.png""}","[{""slot"":1,""type"":{""name"":""grass""}}]",81,"Snivy",135
238,33,497,612,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/497.png""}","[{""slot"":1,""type"":{""name"":""grass""}}]",630,"Serperior",190.9090909090909
145,8,496,611,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/496.png""}","[{""slot"":1,""type"":{""name"":""grass""}}]",160,"Servine",200
62,5,498,613,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/498.png""}","[{""slot"":1,""type"":{""name"":""fire""}}]",99,"Tepig",198
146,10,499,614,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/499.png""}","[{""slot"":1,""type"":{""name"":""fire""}},{""slot"":2,""type"":{""name"":""fighting""}}]",555,"Pignite",555
238,16,500,615,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/500.png""}","[{""slot"":1,""type"":{""name"":""fire""}},{""slot"":2,""type"":{""name"":""fighting""}}]",1500,"Emboar",937.5
62,5,501,616,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/501.png""}","[{""slot"":1,""type"":{""name"":""water""}}]",59,"Oshawott",118
145,8,502,617,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/502.png""}","[{""slot"":1,""type"":{""name"":""water""}}]",245,"Dewott",306.25
238,15,503,618,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/503.png""}","[{""slot"":1,""type"":{""name"":""water""}}]",946,"Samurott",630.6666666666667
